"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-04,"0.025",0,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.1",9,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.25",33,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.5",44,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.75",55,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.9",79,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-04,"0.975",124,2026-04-04,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.025",0,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.1",0,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.25",22,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.5",44,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.75",67,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.9",99,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-11,"0.975",156,2026-04-04,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.025",0,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.1",0,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.25",14,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.5",44,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.75",75,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.9",115,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-18,"0.975",196,2026-04-04,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.025",0,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.1",0,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.25",7,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.5",44,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.75",82,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.9",129,2026-04-04,"wk inc covid hosp",3,"quantile"
"Central",2026-04-25,"0.975",220,2026-04-04,"wk inc covid hosp",3,"quantile"
"East",2026-04-04,"0.025",0,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.1",23,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.25",38,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.5",47,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.75",56,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.9",71,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-04,"0.975",108,2026-04-04,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.025",0,2026-04-04,"wk inc covid hosp",1,"quantile"
"East",2026-04-11,"0.1",5,2026-04-04,"wk inc covid hosp",1,"quantile"
"East",2026-04-11,"0.25",30,2026-04-04,"wk inc covid hosp",1,"quantile"
