"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-25,"0.025",32,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.1",32,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.25",32,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.5",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.75",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.9",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-04-25,"0.975",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.025",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.1",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.25",33,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.5",34,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.75",34,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.9",34,2026-04-25,"wk inc covid hosp",0,"quantile"
"East",2026-04-25,"0.975",34,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.025",7,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.1",7,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.25",7,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.5",8,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.75",8,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.9",8,2026-04-25,"wk inc covid hosp",0,"quantile"
"North East",2026-04-25,"0.975",8,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.025",0,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.1",0,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.25",0,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.5",1,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.75",1,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.9",1,2026-04-25,"wk inc covid hosp",0,"quantile"
"North West",2026-04-25,"0.975",1,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.025",151,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.1",151,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.25",151,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.5",152,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.75",152,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.9",152,2026-04-25,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-25,"0.975",152,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.025",29,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.1",29,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.25",29,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.5",30,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.75",30,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.9",30,2026-04-25,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-25,"0.975",30,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.025",44,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.1",44,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.25",44,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.5",45,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.75",45,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.9",45,2026-04-25,"wk inc covid hosp",0,"quantile"
"West",2026-04-25,"0.975",45,2026-04-25,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.1",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.25",12,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.5",22,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.75",32,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.9",52,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-02,"0.975",93,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.1",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.25",13,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.5",23,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.75",33,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.9",53,2026-04-25,"wk inc covid hosp",1,"quantile"
"East",2026-05-02,"0.975",94,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.1",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.25",5,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.5",15,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.75",25,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.9",44,2026-04-25,"wk inc covid hosp",1,"quantile"
"North East",2026-05-02,"0.975",86,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.1",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.25",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.5",1,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.75",12,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.9",31,2026-04-25,"wk inc covid hosp",1,"quantile"
"North West",2026-05-02,"0.975",72,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.025",39,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.1",81,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.25",100,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.5",111,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.75",121,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.9",140,2026-04-25,"wk inc covid hosp",1,"quantile"
"Ontario",2026-05-02,"0.975",182,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.1",3,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.25",22,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.5",32,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.75",43,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.9",62,2026-04-25,"wk inc covid hosp",1,"quantile"
"Toronto",2026-05-02,"0.975",104,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.025",0,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.1",10,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.25",29,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.5",40,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.75",50,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.9",69,2026-04-25,"wk inc covid hosp",1,"quantile"
"West",2026-05-02,"0.975",111,2026-04-25,"wk inc covid hosp",1,"quantile"
"Central",2026-05-09,"0.025",0,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.1",0,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.25",1,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.5",22,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.75",42,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.9",79,2026-04-25,"wk inc covid hosp",2,"quantile"
"Central",2026-05-09,"0.975",175,2026-04-25,"wk inc covid hosp",2,"quantile"
"East",2026-05-09,"0.025",0,2026-04-25,"wk inc covid hosp",2,"quantile"
