"location","target_end_date","reference_date","target","horizon","output_type","output_type_id","value"
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.1,1.75
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.25,4.875
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.5,9.875
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.75,22.25
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.9,37.125
"Central","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.975,80.75
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.025,1.5
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.1,8.5
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.25,12.25
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.5,16.75
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.75,25.375
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.9,31.75
"Central","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.975,42.25
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.025,4.85714285714286
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.1,12.8571428571429
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.25,26.5714285714286
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.5,44.5714285714286
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.75,63.8571428571429
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.9,94.8571428571429
"Central","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.975,179.714285714286
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.025,0.75
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.1,1.375
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.25,4
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.5,10.75
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.75,24.125
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.9,42.75
"Central","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.975,102.625
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.025,1.125
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.1,6.5
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.25,11.125
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.5,16.625
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.75,25.25
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.9,32.75
"Central","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.975,46.5
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.025,30.6666666666667
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.1,37
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.25,42
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.5,47
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.75,52
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.9,57
"East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.975,62
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.025,2
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.1,2.25
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.25,2.25
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.5,10
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.75,26.75
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.9,39.5
"East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.975,49.75
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.025,7
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.1,9
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.25,11.25
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.5,17.75
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.75,28.5
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.9,35
"East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.975,38.75
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.025,28.5714285714286
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.1,35.8571428571429
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.25,41.1428571428571
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.5,45
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.75,49
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.9,53.7142857142857
"East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.975,63.2857142857143
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.025,3.875
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.1,4.75
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.25,5.875
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.5,8.625
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.75,26.125
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.9,43.75
"East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.975,70.25
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.025,9.375
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.1,12
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.25,13.375
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.5,16.75
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.75,22.75
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.9,26.75
"East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.975,30.625
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.025,8.57142857142857
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.1,21.8571428571429
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.25,35.5714285714286
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.5,44
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.75,52.7142857142857
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.9,66.7142857142857
"East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.975,97.1428571428571
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.025,2
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.1,3.375
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.25,6
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.5,9.25
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.75,18.25
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.9,28.625
"East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.975,53.125
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.025,3
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.1,9
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.25,11.875
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.5,15.875
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.75,22.75
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.9,28.25
"East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.975,35.625
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.025,7.28571428571429
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.1,14.7142857142857
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.25,33
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.5,45.2857142857143
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.75,58
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.9,80.2857142857143
"East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.975,134.714285714286
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.025,0.75
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.1,1.625
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.25,4.125
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.5,9.625
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.75,25.75
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.9,46.25
"East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.975,100.375
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.025,0.75
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.1,7
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.25,11
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.5,14.875
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.75,22.375
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.9,28.375
"East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.975,39.125
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.025,4.71428571428571
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.1,11.1428571428571
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.25,28.7142857142857
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.5,45.7142857142857
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.75,62.5714285714286
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.9,90.5714285714286
"East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.975,167.714285714286
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.025,0.625
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.1,1.125
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.25,3.375
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.5,10
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.75,25.75
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.9,50.125
"East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.975,110.375
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.025,0.625
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.1,5.625
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.25,10
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.5,14.375
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.75,22.625
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.9,29.875
"East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.975,43.875
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.025,1.33333333333333
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.1,1.66666666666667
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.25,3
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.5,6
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.75,9
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.9,11
"North East","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.975,13.3333333333333
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.025,0
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.1,0
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.25,0
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.5,1
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.75,2.5
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.9,3.5
"North East","2026-04-11","2026-04-18","wk inc flu hosp",-1,"quantile",0.975,4
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.025,0.25
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.1,0.25
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.25,0.25
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.5,1
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.75,79.75
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.9,118.75
"North East","2026-04-11","2026-04-18","wk inc rsv hosp",-1,"quantile",0.975,135.75
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.025,1.42857142857143
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.1,2.42857142857143
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.25,4.14285714285714
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.5,6.42857142857143
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.75,9.14285714285714
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.9,12.1428571428571
"North East","2026-04-18","2026-04-18","wk inc covid hosp",0,"quantile",0.975,17.2857142857143
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.025,0.333333333333333
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.1,0.333333333333333
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.25,0.5
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.5,1
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.75,1.83333333333333
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.9,3
"North East","2026-04-18","2026-04-18","wk inc flu hosp",0,"quantile",0.975,5.66666666666667
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.025,0.25
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.1,0.375
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.25,0.625
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.5,1.25
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.75,37
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.9,57.25
"North East","2026-04-18","2026-04-18","wk inc rsv hosp",0,"quantile",0.975,66.5
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.025,0
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.1,0.142857142857143
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.25,2.42857142857143
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.5,7.71428571428571
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.75,14.4285714285714
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.9,25.4285714285714
"North East","2026-04-25","2026-04-18","wk inc covid hosp",1,"quantile",0.975,51.1428571428571
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.025,0
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.1,0
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.25,0.166666666666667
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.5,1.83333333333333
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.75,4.33333333333333
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.9,8
"North East","2026-04-25","2026-04-18","wk inc flu hosp",1,"quantile",0.975,22.8333333333333
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.025,0
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.1,0
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.25,0.125
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.5,1.25
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.75,30.625
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.9,52.625
"North East","2026-04-25","2026-04-18","wk inc rsv hosp",1,"quantile",0.975,65.875
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.025,0
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.1,0
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.25,1.42857142857143
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.5,8.57142857142857
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.75,18.4285714285714
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.9,37
"North East","2026-05-02","2026-04-18","wk inc covid hosp",2,"quantile",0.975,85.2857142857143
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.025,0
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.1,0
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.25,0.166666666666667
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.5,2.66666666666667
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.75,7
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.9,12.8333333333333
"North East","2026-05-02","2026-04-18","wk inc flu hosp",2,"quantile",0.975,41.5
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.025,0.125
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.1,0.125
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.25,0.125
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.5,1.375
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.75,28.75
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.9,51.375
"North East","2026-05-02","2026-04-18","wk inc rsv hosp",2,"quantile",0.975,67.5
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.025,0
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.1,0
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.25,1.28571428571429
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.5,10.5714285714286
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.75,23.8571428571429
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.9,48.8571428571429
"North East","2026-05-09","2026-04-18","wk inc covid hosp",3,"quantile",0.975,119.285714285714
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.025,0
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.1,0
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.25,0.166666666666667
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.5,3.83333333333333
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.75,9.83333333333333
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.9,17.5
"North East","2026-05-09","2026-04-18","wk inc flu hosp",3,"quantile",0.975,57.8333333333333
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.025,0
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.1,0
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.25,0
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.5,1.5
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.75,27.5
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.9,49.625
"North East","2026-05-09","2026-04-18","wk inc rsv hosp",3,"quantile",0.975,67.25
"North West","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.025,2
"North West","2026-04-11","2026-04-18","wk inc covid hosp",-1,"quantile",0.1,3
